Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,HasMortgage,HasDependents,HasCoSigner,Default,EmploymentType_Part-time,EmploymentType_Self-employed,EmploymentType_Unemployed,MaritalStatus_Married,MaritalStatus_Single,LoanPurpose_Business,LoanPurpose_Education,LoanPurpose_Home,LoanPurpose_Other
43,83151,182514,630,12,4,7.26,24,0.78,1,1,0,1,0,True,False,False,False,False,False,False,True,False
27,138288,99670,766,110,4,22.37,48,0.19,2,0,1,0,0,False,True,False,False,True,False,True,False,False
32,111010,229434,469,18,1,9.03,36,0.36,2,1,1,0,0,False,False,False,False,True,False,False,True,False
22,142828,150795,516,32,3,14.77,24,0.64,0,1,0,1,0,False,False,True,False,False,False,False,True,False
26,83192,52868,517,88,2,7.99,60,0.85,0,1,1,1,0,True,False,False,False,False,False,False,False,True
43,115223,120643,433,8,3,22.06,48,0.32,1,1,0,0,1,False,False,True,False,True,True,False,False,False
35,124568,63126,535,24,4,17.64,36,0.77,1,0,0,0,0,False,False,True,True,False,False,False,False,True
23,18423,233781,367,96,1,3.32,12,0.33,1,0,1,0,0,False,False,True,False,True,False,False,False,False
27,126754,180651,814,105,4,13.3,12,0.47,3,1,1,0,0,True,False,False,False,True,False,True,False,False
54,21498,94827,363,8,2,7.37,48,0.86,3,1,1,1,0,True,False,False,True,False,False,True,False,False
65,97232,149339,373,89,1,24.79,24,0.88,0,1,1,1,0,False,True,False,True,False,False,True,False,False
39,115163,160338,756,12,1,6.38,12,0.21,3,0,0,1,0,False,True,False,True,False,True,False,False,False
69,128608,75496,796,59,1,15.77,12,0.19,2,0,1,0,0,False,True,False,False,False,False,False,False,False
27,17875,144942,724,76,1,20.24,36,0.34,0,1,0,0,1,False,False,True,True,False,False,True,False,False
45,142678,100041,706,47,1,19.24,48,0.38,0,1,1,0,0,False,False,False,False,True,False,False,True,False
23,140169,146691,301,108,2,20.86,24,0.75,1,0,1,1,0,False,False,False,False,True,False,True,False,False
65,122614,150771,839,49,2,18.49,36,0.17,2,1,0,0,0,False,False,True,False,True,True,False,False,False
40,148976,116021,709,17,4,17.42,12,0.13,3,0,0,1,0,False,False,False,False,True,False,False,True,False
67,95631,48294,701,66,4,13.43,24,0.48,2,1,0,0,0,False,False,False,False,True,False,False,True,False
55,19499,239158,533,68,3,11.08,48,0.22,0,1,1,0,0,False,False,False,False,False,False,False,False,True
52,24699,157653,849,76,3,8.46,12,0.21,3,1,0,1,0,True,False,False,True,False,False,False,True,False
54,66228,88191,497,102,3,22.2,36,0.88,1,0,1,1,0,False,False,True,False,True,False,True,False,False
47,38376,68891,391,90,2,8.35,48,0.64,2,1,1,0,0,False,False,True,True,False,True,False,False,False
32,75889,41992,538,113,1,2.65,24,0.31,3,0,1,0,0,True,False,False,False,False,False,False,True,False
61,116775,153724,645,49,2,23.22,48,0.66,3,1,0,1,0,True,False,False,False,False,True,False,False,False
57,75638,182338,824,113,2,22.04,48,0.23,3,0,1,1,0,True,False,False,False,True,False,False,False,False
20,65226,177998,656,4,3,9.47,12,0.82,2,0,1,0,0,False,False,False,False,False,False,False,True,False
52,86446,168075,485,64,1,15.56,60,0.36,3,0,0,1,1,False,True,False,True,False,False,False,False,False
64,121758,87677,817,81,3,20.24,48,0.71,1,0,1,0,0,False,False,False,True,False,False,False,False,False
50,103511,193108,315,5,4,21.4,36,0.53,3,0,1,1,0,False,False,False,False,False,False,False,False,False
50,74048,140967,499,74,1,3.5,36,0.16,3,0,0,1,0,False,False,False,False,True,False,False,False,True
42,93759,118061,357,62,2,10.77,12,0.16,0,1,0,1,0,True,False,False,True,False,False,False,False,False
50,21966,93447,715,92,4,17.11,24,0.37,0,1,1,0,1,False,False,False,False,True,False,False,True,False
67,77419,41564,796,65,3,14.94,12,0.73,3,0,1,1,0,True,False,False,False,True,True,False,False,False
25,36046,111458,549,62,1,3.48,12,0.21,2,0,1,0,0,False,False,True,False,False,False,True,False,False
56,114920,63973,395,51,2,5.14,48,0.41,1,0,1,0,0,False,False,True,True,False,False,False,False,False
30,38635,113287,813,49,3,24.83,60,0.62,0,0,0,0,0,False,False,False,False,False,False,True,False,False
67,49702,17040,602,5,3,3.83,36,0.45,1,1,0,1,0,False,True,False,False,True,False,True,False,False
53,25693,33552,650,46,3,15.63,60,0.78,0,0,1,1,0,False,True,False,False,False,False,False,False,True
64,114998,189849,369,0,1,24.8,36,0.86,3,1,1,0,0,True,False,False,True,False,False,False,False,True
33,143450,84072,675,13,3,15.53,36,0.69,2,1,0,1,0,True,False,False,False,True,False,False,True,False
64,91682,205195,475,67,2,23.32,36,0.64,2,1,1,1,0,True,False,False,False,True,False,True,False,False
24,73076,215543,484,50,1,22.61,24,0.18,0,0,1,0,0,False,False,True,False,True,False,False,False,True
67,68120,16173,321,101,2,24.16,12,0.66,0,0,1,1,0,True,False,False,False,True,False,False,False,True
33,144825,15185,676,89,3,19.17,24,0.41,3,0,0,0,0,False,False,True,False,False,True,False,False,False
65,92681,144522,642,41,3,10.19,12,0.69,2,1,1,0,0,False,True,False,True,False,False,False,False,True
69,35666,110998,457,64,4,7.99,36,0.3,3,1,1,1,0,False,True,False,False,False,False,False,True,False
19,64375,205333,300,45,2,12.15,24,0.21,3,1,1,0,1,False,True,False,True,False,False,False,False,False
34,127494,235130,569,44,3,17.12,48,0.6,3,0,1,1,0,False,False,True,True,False,False,False,False,True
38,29311,10713,821,67,1,11.49,24,0.54,1,0,1,0,0,True,False,False,True,False,False,False,False,False
21,120798,109405,819,115,3,7.98,12,0.63,2,0,1,0,0,False,False,True,False,True,False,False,False,False
36,75667,115582,712,70,4,4.41,24,0.77,2,1,1,0,0,False,True,False,True,False,False,False,False,False
32,36214,77046,772,16,1,18.93,60,0.66,3,0,1,0,0,False,False,False,True,False,False,False,False,True
33,126307,30800,696,69,4,3.89,36,0.64,3,1,1,1,0,False,False,True,False,False,False,False,False,False
20,79307,155559,329,54,4,12.4,48,0.34,2,1,1,1,0,False,False,True,False,False,False,True,False,False
52,91016,65044,643,108,1,6.42,12,0.75,3,1,0,0,0,True,False,False,False,True,False,False,True,False
63,38490,113230,632,99,2,14.11,24,0.61,2,1,1,1,0,False,False,False,False,False,False,False,False,True
28,110367,222975,753,74,4,3.62,12,0.48,1,0,0,1,0,True,False,False,True,False,False,False,False,True
54,43408,240028,407,86,1,24.18,24,0.18,2,0,1,1,0,True,False,False,True,False,True,False,False,False
64,126086,114730,344,24,4,3.53,48,0.76,0,0,0,1,0,True,False,False,False,True,False,False,False,False
24,48149,215416,449,35,3,23.82,12,0.31,1,0,1,1,0,False,True,False,True,False,True,False,False,False
52,47554,149421,641,29,3,8.6,12,0.6,2,1,1,0,0,False,True,False,False,True,False,False,False,False
24,62001,56753,533,111,1,7.42,24,0.31,2,0,0,1,0,True,False,False,False,False,False,False,False,False
43,62674,182614,705,107,4,3.96,48,0.37,1,1,1,1,0,False,False,False,True,False,True,False,False,False
27,20821,162471,571,92,4,8.78,48,0.42,1,0,1,0,0,False,False,False,False,True,False,True,False,False
28,125339,100152,526,79,2,13.43,36,0.52,1,0,1,0,0,False,True,False,True,False,False,False,False,False
49,103650,103132,769,43,1,9.99,12,0.44,3,1,0,0,0,False,True,False,False,False,True,False,False,False
27,121015,194851,357,26,3,6.25,48,0.43,3,1,0,1,1,True,False,False,False,True,False,False,True,False
46,32208,124879,774,71,2,20.35,24,0.45,1,0,0,1,1,True,False,False,False,False,False,True,False,False
43,56806,203285,321,103,2,19.01,48,0.24,3,0,1,1,0,False,True,False,True,False,False,False,False,True
36,101908,25020,626,32,1,3.38,60,0.23,1,1,0,0,0,False,False,False,True,False,False,True,False,False
59,85639,126733,350,59,4,11.36,12,0.85,1,1,1,1,0,False,False,True,True,False,False,False,False,False
29,26107,213054,329,79,2,15.8,24,0.24,1,1,0,1,1,False,False,False,True,False,True,False,False,False
46,124957,169940,848,30,1,8.37,48,0.29,1,1,0,0,0,False,False,True,False,False,True,False,False,False
36,136510,71776,532,36,4,18.91,36,0.88,2,0,0,1,0,True,False,False,False,False,True,False,False,False
37,68182,25710,467,91,3,21.38,48,0.87,1,0,1,0,0,False,False,False,True,False,False,False,False,False
47,44234,26460,509,37,4,12.38,36,0.3,0,0,1,0,0,False,True,False,False,False,False,False,False,True
49,48123,205469,424,109,1,7.42,48,0.14,0,1,1,0,0,False,False,True,False,True,False,False,False,False
65,26779,246960,786,83,2,9.82,12,0.64,1,1,0,0,0,False,False,False,True,False,False,False,False,True
19,22361,150652,791,60,3,19.94,48,0.81,2,1,0,0,1,False,True,False,False,False,True,False,False,False
26,34961,13642,706,78,3,18.6,24,0.16,3,0,0,1,0,False,True,False,False,False,True,False,False,False
55,136876,119813,401,6,2,12.23,24,0.15,1,0,1,0,0,True,False,False,False,False,False,False,False,True
50,39718,148913,805,61,2,24.52,60,0.25,0,1,1,1,1,True,False,False,False,True,False,True,False,False
62,141282,76395,556,90,3,15.96,36,0.61,1,1,0,1,0,False,False,True,False,True,False,False,True,False
32,94025,7114,498,0,4,13.06,24,0.3,0,1,0,0,0,False,False,False,False,True,False,False,True,False
57,26501,18068,473,41,4,15.56,60,0.72,2,0,1,1,0,False,True,False,True,False,False,False,True,False
26,138038,117973,441,107,2,13.2,12,0.83,1,0,0,0,1,False,True,False,True,False,False,True,False,False
41,130408,209322,587,71,2,3.87,48,0.73,1,0,0,0,0,False,False,True,True,False,False,False,True,False
27,15681,50950,445,9,2,4.47,36,0.42,1,0,0,1,0,False,False,False,True,False,True,False,False,False
34,39123,89240,361,8,4,2.34,36,0.41,0,1,1,1,0,False,True,False,False,True,False,True,False,False
39,55684,123033,310,102,1,13.42,24,0.3,0,1,0,0,0,False,False,False,False,True,True,False,False,False
24,133780,218003,339,3,1,8.86,36,0.81,1,0,1,1,1,False,False,False,False,False,False,False,False,False
47,114248,233642,579,11,4,14.73,48,0.75,2,0,0,0,0,False,False,False,False,False,False,False,False,False
65,115954,167001,803,54,1,9.97,36,0.26,1,1,1,0,0,False,False,False,False,False,False,False,False,True
51,142159,230361,431,40,3,12.69,12,0.81,3,0,1,0,0,True,False,False,True,False,False,False,False,False
46,92713,98046,761,3,1,12.83,48,0.38,0,0,0,0,0,False,False,False,False,True,False,False,False,False
38,62995,193620,447,36,1,24.02,24,0.17,0,0,0,1,1,False,False,False,False,False,True,False,False,False
63,140544,54861,848,12,2,10.29,36,0.14,1,0,0,0,0,True,False,False,True,False,False,True,False,False
43,67345,50444,372,85,1,16.33,48,0.24,1,1,0,1,0,False,False,False,True,False,False,False,False,False
30,44650,149104,439,30,2,6.23,24,0.55,3,0,1,0,0,False,True,False,True,False,True,False,False,False
33,79739,216355,712,99,3,6.41,60,0.22,2,0,1,1,0,False,True,False,False,True,False,False,False,False
26,63088,140953,736,95,1,5.2,24,0.59,2,1,0,0,0,False,True,False,True,False,False,True,False,False
54,79836,113355,323,64,1,2.64,12,0.57,2,1,0,1,0,False,False,True,False,False,True,False,False,False
44,65461,142595,581,70,1,18.41,36,0.1,1,1,0,0,0,False,False,True,False,False,False,True,False,False
30,39679,208475,537,114,3,20.15,36,0.28,3,0,0,1,0,False,False,False,False,False,False,True,False,False
59,28018,59694,348,113,4,6.18,36,0.62,0,1,0,1,0,True,False,False,False,True,False,False,False,True
19,102881,121483,673,82,4,21.94,24,0.82,1,1,1,1,0,False,False,True,True,False,False,False,False,True
30,84828,154476,391,108,1,11.45,12,0.87,2,1,0,1,0,False,False,True,True,False,False,True,False,False
20,44017,133888,463,87,4,10.42,36,0.57,1,0,1,1,0,False,False,False,True,False,False,False,True,False
35,15239,244959,334,71,2,23.21,36,0.79,2,0,1,0,1,False,False,True,False,False,False,True,False,False
28,38255,33053,745,112,3,7.09,24,0.38,2,0,1,0,0,False,True,False,True,False,False,False,True,False
50,60132,169635,758,96,1,2.97,12,0.5,3,0,1,0,0,False,False,True,False,False,False,False,False,False
45,53992,175019,620,66,2,15.67,12,0.15,2,0,0,1,0,False,True,False,True,False,False,False,False,True
30,44126,159938,534,109,4,22.36,60,0.85,1,1,0,0,0,False,True,False,True,False,False,False,False,False
39,130672,162822,567,107,2,24.6,12,0.34,2,1,1,0,0,False,False,True,False,False,False,False,False,True
46,45824,202468,847,11,3,2.91,60,0.39,3,0,1,1,0,False,False,False,False,False,False,False,False,True
56,28302,30314,837,58,2,10.48,36,0.34,2,0,0,0,0,True,False,False,False,True,True,False,False,False
33,146879,201805,683,111,3,8.72,24,0.25,3,1,1,1,0,False,False,True,False,True,False,True,False,False
62,96380,225102,523,44,3,15.94,36,0.64,1,1,1,0,0,True,False,False,False,True,False,True,False,False
66,27264,38740,473,96,4,9.0,12,0.17,2,1,1,0,0,False,False,False,False,False,False,False,False,False
30,46468,238640,349,55,1,14.35,60,0.55,2,1,1,1,1,False,False,False,False,True,False,False,False,True
55,84958,181293,409,101,1,12.79,36,0.56,2,0,0,1,0,False,False,True,False,False,False,False,True,False
54,70146,67753,640,92,4,6.82,36,0.5,0,0,1,1,0,False,False,False,True,False,False,False,True,False
49,61640,230397,356,63,3,20.77,60,0.64,1,0,0,1,1,True,False,False,False,True,False,True,False,False
41,86253,229024,445,41,1,9.91,36,0.84,1,1,1,0,0,False,True,False,False,False,False,True,False,False
42,136927,106521,747,103,4,24.21,48,0.38,2,1,1,1,0,True,False,False,False,False,False,True,False,False
63,47061,48417,377,116,1,21.3,48,0.47,2,0,1,0,0,False,False,False,True,False,False,True,False,False
46,29795,156452,783,100,4,17.5,24,0.59,0,0,1,0,0,False,True,False,True,False,True,False,False,False
40,24008,82929,383,58,4,13.86,36,0.26,0,1,0,0,0,True,False,False,False,False,False,False,True,False
28,39380,214450,546,10,2,22.05,12,0.32,2,0,1,1,1,False,False,True,True,False,False,False,False,False
33,71076,103658,643,115,4,11.98,36,0.17,0,1,0,0,0,False,False,False,False,True,False,False,True,False
62,115767,138730,759,38,2,21.53,24,0.71,1,1,0,0,0,False,False,True,False,False,False,False,False,False
36,108312,64908,683,90,1,18.55,48,0.8,0,0,1,1,0,True,False,False,False,True,False,False,False,True
52,37992,189970,771,108,3,9.75,24,0.19,3,0,0,0,0,False,True,False,False,True,False,False,False,True
65,68142,121497,346,100,1,2.45,12,0.81,1,0,1,0,0,True,False,False,False,False,False,True,False,False
25,24620,47423,840,36,1,20.64,36,0.6,3,0,0,0,1,False,True,False,True,False,False,False,True,False
67,89785,61361,424,55,2,12.5,12,0.89,0,0,1,0,0,True,False,False,False,False,False,True,False,False
43,102489,34172,843,95,3,14.66,36,0.36,1,0,1,1,0,True,False,False,True,False,False,False,False,False
39,68082,102596,803,83,3,15.97,60,0.54,3,0,0,1,0,True,False,False,False,True,False,False,True,False
60,57777,49926,658,29,1,7.97,12,0.26,0,1,0,0,0,False,True,False,False,True,False,False,False,True
50,53262,107256,608,1,3,8.69,12,0.52,2,1,1,0,0,False,False,True,False,False,False,False,False,False
57,81710,154674,612,10,2,19.18,12,0.76,2,1,0,0,1,False,False,False,False,True,False,False,False,False
31,119487,247233,693,45,1,16.73,60,0.12,0,1,0,0,0,False,True,False,True,False,False,False,True,False
49,79081,144104,650,61,4,7.26,24,0.87,0,1,0,0,0,False,False,False,False,True,False,False,False,False
24,132501,172262,686,113,1,19.18,12,0.18,0,1,1,0,0,True,False,False,False,False,False,False,False,False
30,139620,136390,513,17,4,15.42,60,0.53,3,0,1,1,0,True,False,False,False,True,False,True,False,False
66,87543,211561,572,50,1,14.36,60,0.24,2,1,0,1,0,False,False,False,False,True,True,False,False,False
46,50358,149088,325,75,4,18.55,60,0.51,3,0,0,1,0,False,False,True,True,False,False,False,False,True
40,18616,151536,760,4,2,23.47,48,0.35,1,1,1,1,0,False,True,False,False,True,False,False,True,False
52,94378,214069,833,105,2,12.1,12,0.16,3,1,0,1,0,False,False,False,True,False,False,False,False,True
50,102333,246921,467,55,2,6.31,24,0.32,2,1,1,0,0,False,True,False,True,False,False,False,False,False
62,36413,185219,702,60,2,4.48,24,0.66,2,1,0,0,0,False,True,False,False,False,True,False,False,False
26,121237,76363,515,79,1,24.8,12,0.74,2,1,0,1,0,False,False,False,False,True,False,True,False,False
57,19060,208243,428,98,1,22.87,60,0.85,2,1,0,1,1,False,True,False,False,True,False,False,False,True
55,83579,136701,364,45,2,12.49,48,0.7,1,1,1,0,0,False,True,False,False,False,False,True,False,False
33,111702,146527,360,75,3,11.95,36,0.35,1,0,1,0,0,True,False,False,True,False,False,False,True,False
18,85267,100404,721,4,1,23.81,48,0.4,1,1,1,0,1,False,False,True,False,True,True,False,False,False
62,141642,30362,721,52,4,23.22,24,0.32,3,0,1,1,0,True,False,False,False,False,False,False,False,True
37,91878,218180,488,25,1,11.36,60,0.76,1,0,0,1,0,False,False,False,True,False,True,False,False,False
41,52051,66330,330,92,3,10.08,36,0.15,3,1,0,1,0,False,False,True,True,False,False,False,False,False
39,76026,72218,783,62,2,17.06,48,0.23,2,1,1,0,0,False,False,False,False,False,False,False,True,False
46,67705,159522,598,88,3,4.55,36,0.22,3,1,0,1,0,False,True,False,False,True,False,False,True,False
35,25239,129131,795,14,3,23.48,36,0.76,0,1,0,0,0,False,False,True,False,True,False,False,True,False
55,55969,162664,551,104,4,18.1,60,0.54,2,1,1,1,0,False,True,False,False,True,False,True,False,False
57,146307,145813,758,40,3,3.1,36,0.29,0,1,1,0,0,False,False,False,True,False,False,False,True,False
19,94869,125482,348,45,3,18.96,24,0.9,0,1,0,1,1,False,True,False,False,False,True,False,False,False
27,19134,218699,761,59,4,4.53,60,0.21,2,1,1,1,0,False,True,False,False,True,False,False,True,False
57,125429,228170,590,16,1,24.96,48,0.2,1,1,1,0,0,False,True,False,False,True,False,False,True,False
69,51955,92802,336,59,3,18.99,48,0.29,2,1,0,1,0,False,True,False,False,False,True,False,False,False
67,110486,149019,305,2,1,22.03,12,0.65,2,1,1,1,0,True,False,False,False,True,False,False,False,True
47,134541,36792,712,51,4,13.14,12,0.17,2,0,1,0,0,True,False,False,True,False,True,False,False,False
28,98597,53297,439,95,2,7.14,60,0.33,1,1,1,0,0,False,True,False,True,False,False,False,False,False
56,23164,6041,338,52,4,18.23,60,0.24,0,0,0,1,0,False,False,False,True,False,False,True,False,False
25,22157,220522,463,29,1,17.19,48,0.51,1,1,0,1,1,True,False,False,False,True,False,True,False,False
41,38224,41566,567,98,1,4.64,24,0.72,2,0,1,1,0,False,False,False,True,False,False,False,False,False
18,139073,225987,723,33,3,9.0,12,0.26,2,1,0,1,1,False,True,False,False,True,False,True,False,False
26,48159,137204,478,117,1,23.16,60,0.34,1,0,1,0,0,False,False,False,True,False,False,False,False,False
52,133356,161040,795,28,1,21.68,48,0.83,0,1,0,0,0,False,False,True,True,False,False,False,False,False
22,113984,153344,355,48,2,18.92,48,0.11,0,0,1,1,0,False,True,False,True,False,False,False,True,False
55,90473,196333,441,70,3,15.65,60,0.27,0,0,0,1,0,False,False,False,False,True,False,False,False,True
59,127768,179173,663,112,1,20.13,48,0.42,1,0,0,0,0,True,False,False,True,False,True,False,False,False
66,134620,102231,382,82,2,23.49,36,0.48,3,1,1,1,0,False,True,False,True,False,False,True,False,False
25,128694,101329,363,32,2,14.24,48,0.32,3,0,0,1,0,False,False,True,True,False,True,False,False,False
68,112363,116427,528,59,2,7.24,12,0.14,1,1,1,0,0,False,False,False,False,True,False,False,False,False
41,116283,40909,798,69,4,23.34,36,0.78,0,1,0,0,0,True,False,False,True,False,False,False,False,False
18,72020,217507,473,19,1,10.99,48,0.75,0,0,0,0,0,False,True,False,False,True,True,False,False,False
34,44769,22318,346,98,2,6.0,36,0.46,0,1,1,1,0,False,False,False,True,False,False,False,True,False
51,59027,88844,489,14,2,12.14,24,0.66,0,0,0,0,0,True,False,False,True,False,False,False,False,False
43,142914,57668,455,17,3,9.56,12,0.84,1,0,1,1,0,False,True,False,False,True,False,False,False,True
22,124769,46803,797,109,2,20.88,24,0.25,0,0,0,0,0,False,False,True,True,False,True,False,False,False
46,74280,229061,383,5,3,16.76,60,0.29,3,0,1,0,1,True,False,False,True,False,False,False,False,True
18,49404,216967,721,70,3,24.29,36,0.41,0,0,0,1,1,False,True,False,True,False,False,False,False,False
68,134188,100890,468,92,2,12.23,48,0.46,2,1,1,1,0,False,False,True,True,False,False,False,False,False
57,23621,146315,442,76,4,3.14,60,0.87,0,0,0,1,0,False,False,False,False,False,False,False,False,False
38,57575,217152,371,22,1,7.3,60,0.86,1,1,0,0,1,False,False,False,False,True,True,False,False,False
36,106947,144929,800,24,3,7.83,36,0.75,1,0,1,0,0,False,False,False,True,False,False,False,False,False
51,149955,130259,498,31,3,8.64,60,0.11,3,1,1,1,0,True,False,False,False,False,False,False,False,True
27,81327,10853,746,42,4,4.69,24,0.53,2,1,0,0,0,False,False,True,False,False,False,False,False,False
20,92005,87001,494,64,3,8.03,12,0.14,1,1,0,0,0,False,False,True,False,True,False,False,False,True
36,129340,29828,639,89,1,20.25,60,0.78,2,0,0,1,0,False,True,False,False,True,True,False,False,False
52,75062,47779,610,98,4,11.97,60,0.72,2,1,0,0,0,False,True,False,True,False,False,True,False,False
55,110132,142300,725,65,3,16.73,36,0.38,1,0,0,1,0,False,False,False,False,False,False,False,False,False
44,124821,202478,574,38,3,10.76,12,0.18,3,0,0,0,0,True,False,False,True,False,False,False,True,False
65,144014,243440,577,92,1,11.33,12,0.37,3,0,0,1,0,False,False,True,True,False,True,False,False,False
48,116219,13604,445,53,2,14.54,24,0.27,2,1,1,0,0,False,False,False,True,False,False,False,True,False
49,114072,190101,839,26,1,6.78,36,0.27,3,0,0,1,0,False,False,False,False,True,False,False,True,False
41,36301,126104,800,46,4,12.91,60,0.54,2,0,0,1,0,False,False,False,False,True,False,False,True,False
38,24381,113136,600,66,4,2.26,36,0.45,3,1,0,0,0,False,True,False,False,False,True,False,False,False
26,120075,214280,764,61,2,5.25,24,0.41,3,0,0,0,0,False,False,True,False,False,False,False,True,False
49,137655,171152,578,80,1,23.73,12,0.33,0,1,0,1,0,True,False,False,False,True,False,False,False,False
33,28054,74799,736,119,3,12.49,48,0.61,3,1,0,0,0,False,False,True,True,False,False,False,False,False
32,33907,173582,458,82,3,3.83,24,0.84,1,1,0,0,0,False,False,False,False,False,False,True,False,False
36,104984,18062,399,4,2,24.72,24,0.65,2,0,1,1,0,False,True,False,False,True,False,False,True,False
33,42078,216925,391,20,2,16.58,12,0.62,0,1,0,0,0,False,False,True,False,True,False,True,False,False
67,104891,142554,306,45,1,13.75,12,0.59,2,1,0,1,0,True,False,False,False,False,False,False,True,False
48,16848,215326,574,50,4,20.49,36,0.8,2,1,0,0,1,False,False,True,False,True,False,False,False,False
67,58402,26970,394,97,4,14.42,24,0.77,1,1,0,1,0,True,False,False,False,False,False,True,False,False
26,148037,136411,642,105,3,8.93,60,0.2,0,1,1,0,0,False,False,True,True,False,False,False,True,False
33,100397,178794,412,98,4,16.96,48,0.79,2,0,0,1,0,False,False,True,False,True,False,True,False,False
64,76023,117352,711,61,2,12.55,36,0.12,0,0,1,1,0,False,False,False,True,False,False,False,True,False
40,138808,244387,387,115,2,4.77,24,0.31,0,1,0,1,0,False,False,False,True,False,False,False,False,True
45,141474,221809,690,106,1,18.44,12,0.32,1,0,1,0,0,False,True,False,True,False,False,False,False,True
27,98989,235076,743,13,1,17.84,12,0.57,3,1,0,0,0,True,False,False,False,True,False,False,False,False
53,122424,110312,319,108,2,6.14,12,0.24,1,1,1,0,0,False,False,True,False,True,False,False,True,False
25,45793,239486,742,71,3,10.29,48,0.64,2,1,1,1,0,False,False,True,False,True,False,False,False,False
34,115704,180782,418,62,3,8.45,60,0.4,2,1,1,0,1,False,False,True,False,False,False,False,False,True
36,99670,237721,645,34,1,3.54,24,0.23,0,1,1,0,0,False,False,True,False,False,False,False,False,False
64,85384,206919,619,119,2,24.69,48,0.3,3,0,1,0,0,False,False,True,True,False,True,False,False,False
66,64118,82283,742,60,3,10.04,12,0.51,3,1,1,0,0,False,False,True,False,True,False,True,False,False
45,51658,226020,799,45,4,21.22,12,0.82,1,1,1,0,1,False,False,True,True,False,True,False,False,False
24,59867,179345,501,78,4,21.45,24,0.59,3,1,0,0,0,True,False,False,False,False,False,False,False,False
25,105051,207852,619,14,2,7.98,60,0.11,1,1,1,1,0,False,True,False,True,False,False,False,True,False
27,109088,58183,328,94,3,12.53,24,0.66,3,0,1,1,1,False,False,True,False,True,False,False,False,False
53,36779,204183,744,112,4,14.73,36,0.46,2,0,0,1,0,False,False,False,False,False,False,True,False,False
51,65912,45269,582,15,2,22.95,36,0.62,2,1,0,1,0,True,False,False,True,False,False,False,True,False
67,41186,75684,378,36,3,16.34,60,0.59,3,1,1,1,0,False,True,False,False,False,True,False,False,False
32,107399,146958,631,49,4,11.37,36,0.84,2,0,0,0,0,False,False,True,True,False,False,False,False,False
68,135627,138400,542,43,3,7.58,48,0.13,3,0,0,0,0,False,False,False,False,True,False,False,False,True
45,114698,179880,387,100,4,24.95,60,0.45,2,1,1,0,0,True,False,False,False,False,False,False,False,True
59,110812,204372,539,115,3,23.28,48,0.59,0,1,0,0,0,False,False,False,True,False,False,False,False,True
23,112913,224223,767,88,4,9.01,12,0.16,0,1,1,0,0,False,False,True,False,False,False,True,False,False
45,76434,159037,304,46,2,14.44,48,0.86,3,1,1,0,0,False,False,False,False,False,True,False,False,False
26,65044,21278,464,75,2,7.07,36,0.85,1,0,0,0,0,True,False,False,False,False,False,False,False,False
22,76056,114246,436,47,2,9.42,60,0.32,0,0,1,1,0,False,False,False,False,True,False,False,False,True
52,47503,186012,822,41,2,10.24,24,0.81,0,0,1,1,0,True,False,False,False,True,False,True,False,False
47,59991,228474,732,84,4,10.72,60,0.12,0,1,0,0,0,True,False,False,True,False,False,False,False,False
45,51184,247302,719,61,3,16.05,24,0.77,2,1,1,1,0,False,False,True,False,True,False,False,True,False
27,113517,48877,707,104,2,13.56,48,0.85,3,1,0,0,0,False,True,False,False,True,False,False,False,True
35,143575,50078,589,18,1,14.07,60,0.31,1,1,1,1,0,False,True,False,False,False,False,False,True,False
29,146088,80007,519,17,1,23.34,36,0.65,0,0,1,1,0,False,True,False,True,False,False,False,False,True
50,70385,244688,706,102,3,2.11,36,0.23,0,1,1,1,0,False,False,False,True,False,False,True,False,False
19,75539,47903,691,26,3,10.3,48,0.81,2,0,1,0,1,False,True,False,False,False,False,True,False,False
22,36212,39731,403,68,1,23.74,12,0.54,0,1,0,1,1,True,False,False,False,False,False,False,False,True
60,137644,249027,796,99,1,9.31,60,0.76,2,0,1,0,0,True,False,False,True,False,False,False,False,True
49,23173,230617,638,101,4,13.92,12,0.52,1,1,1,1,0,False,False,False,False,False,True,False,False,False
48,25140,180234,656,56,1,23.66,24,0.54,0,0,1,0,0,False,False,False,False,True,True,False,False,False
30,125107,38581,418,83,1,6.18,60,0.38,3,1,0,0,0,False,True,False,False,False,False,False,True,False
46,69994,27119,373,38,3,2.18,48,0.12,0,1,0,0,0,False,False,False,False,False,False,True,False,False
31,32212,8366,804,106,2,3.58,48,0.29,1,1,0,1,0,False,False,False,False,True,False,True,False,False
50,75539,219997,506,115,3,19.69,24,0.4,1,1,0,0,1,False,False,True,True,False,False,False,False,True
40,59485,161879,737,17,2,12.47,24,0.4,3,0,0,1,1,False,True,False,False,True,False,False,False,False
60,41895,184095,826,56,4,14.27,24,0.36,3,0,0,0,0,False,True,False,False,False,True,False,False,False
44,138834,169969,822,90,3,8.03,48,0.58,1,0,0,1,0,True,False,False,True,False,True,False,False,False
19,96828,99032,531,48,3,23.5,24,0.12,0,0,1,1,0,False,False,True,False,False,True,False,False,False
55,68684,143572,468,70,1,15.05,24,0.6,1,1,0,0,0,False,False,True,True,False,False,False,False,True
